GMRT-TAU_J043022.90+183241.8	04:30:22.901	+18:32:41.77	2.94	0.24	3.24	0.35	42	S	1.25	0.19	1.75	0.29	119	S	-0.98	0.71	-	-	-	-
GMRT-TAU_J043023.42+183735.0	04:30:23.420	+18:37:34.97	1.68	0.23	1.70	0.37	16	S	-	-	-	-	-	-	-	-	-	-	-	2M
GMRT-TAU_J043023.87+173817.8	04:30:23.867	+17:38:17.78	2.52	0.28	3.20	0.44	130	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043026.26+184638.7	04:30:26.262	+18:46:38.65	6.85	0.47	13.01	0.80	217	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043026.55+174555.7	04:30:26.554	+17:45:55.74	1.30	0.21	1.24	0.35	19	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043027.26+181024.4	04:30:27.256	+18:10:24.45	2.25	0.21	2.91	0.32	50	S	1.62	0.11	1.73	0.15	45	S	-0.82	0.50	-	-	-	-
GMRT-TAU_J043028.76+175616.9	04:30:28.761	+17:56:16.87	11.28	0.60	14.44	0.79	86	S	5.38	0.29	6.78	0.37	145	S	-1.19	0.28	B	-0.85	0.30	N  2M
GMRT-TAU_J043031.32+180216.0	04:30:31.322	+18:02:15.95	4.37	0.29	5.21	0.41	65	S	1.88	0.12	1.89	0.16	51	S	-1.60	0.42	-	-	-	2M
GMRT-TAU_J043031.59+175835.7	04:30:31.592	+17:58:35.71	1.81	0.23	2.19	0.35	42	S	0.67	0.08	0.58	0.14	37	S	-2.11	1.02	-	-	-	2M
GMRT-TAU_J043035.35+180206.1	04:30:35.346	+18:02:06.08	1.36	0.19	1.62	0.30	16	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043036.07+182917.0	04:30:36.070	+18:29:16.98	1.22	0.19	1.29	0.31	17	S	0.48	0.11	2.67	0.18	42	S	1.15	0.89	-	-	-	-
GMRT-TAU_J043036.91+170714.3	04:30:36.907	+17:07:14.32	9.72	0.77	18.05	1.26	243	S	-	-	-	-	-	-	-	-	L	-0.90	0.18	N 
GMRT-TAU_J043037.96+174605.4	04:30:37.961	+17:46:05.37	1.57	0.22	2.61	0.33	79	S	0.68	0.14	1.10	0.21	55	S	-1.36	0.81	-	-	-	-
GMRT-TAU_J043038.36+172955.3	04:30:38.358	+17:29:55.32	3.41	0.36	5.14	0.54	45	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043038.94+184647.1	04:30:38.941	+18:46:47.12	3.01	0.31	6.90	0.51	252	S	-	-	-	-	-	-	-	-	L	-0.55	0.28	N 
